month,fire_count,avg_size
06,163440,212.423203541483
07,237234,139.941696509859
08,208578,137.727004772023
05,163898,60.292530139538
09,132065,45.8571883661833
10,104992,36.9794405850922
04,236239,35.4849326527203
03,235983,28.864334640241
02,149142,24.0740190005297
11,93637,22.3266168912396
01,96438,19.6725808243638
12,58819,15.2196232321189
